구	행정동	법정동	아파트명	시공사	세대수	세대 수준	입주연월			블록	신도시
북구	청능동	청능동	청능주공	대한주택공사	1,450세대	1,000세대 이상~ 3,000세대 미만	1990.11	청능동의 기둥. 북효빈역세권 재건축 끝판왕. <s>주차는 포기하면 편함</s>		법정동	단지명
북구	청능동	청능동	철도사원 1차	한국철도공사	620세대	500세대 이상 ~ 1,000세대 미만	1988.05	북효빈역 종사자 전용 기숙사에서 일반 분양 전환. 철도 덕후들의 성지			
북구	청능동	청능동	철도사원 2차	한국철도공사	850세대	500세대 이상 ~ 1,000세대 미만	1992.12	1차보다 단지가 크고 3호선 청능역과 더 가까움. 일명 '역무원 아파트'			
북구	청능동	청능동	호언아파트	호언건설	420세대	500세대 미만	1994.03	홈플러스 청능점 슬세권. 장 보러 갈 때 카트 끌고 가도 될 거리			
북구	청능동	청능동	청능아파트	청능주택	250세대	500세대 미만	1985.02	청능동의 산증인. 1호선 소음이 자장가로 들려야 진정한 원주민			
북구	청능동	청능동	청능컴플린	(주)컴플린건설	380세대	500세대 미만	2014.09	청능동의 귀한 준신축. 세련된 외관 덕분에 지역 랜드마크 역할 수행			
북구	청능동	입선동	시장상인아파트	입선개발	550세대	500세대 이상 ~ 1,000세대 미만	1991.07	청능도매시장 상인들의 본진. <s>새벽 4시면 단지 전체의 알람이 울림</s>			
북구	청능동	입선동	입선아파트	입선주택	300세대	500세대 미만	1993.08	입선역과 시장 사이에 낀 실속형 단지. 조용하게 살기 나쁘지 않음			
북구	청능동	입선동	선부아파트	선부건설	280세대	500세대 미만	1995.11	단지는 작지만 내실이 있음. 입선동의 유일한 평지 아파트 강조 중			
북구	청능동	입희동	입희주공	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1989.12	삼선대병원 인근. 병원 관계자 및 교대생 자취 수요가 폭발하는 곳			
북구	청능동	입희동	불라인아파트	불라인건설	450세대	500세대 미만	2005.04	이름이 묘하게 '온라인' 같지만 오프라인에서 매우 튼튼하게 지어짐			
북구	사능1동	사능동2가	사능시민	시민주택	300세대	500세대 미만	1976.04	사능동의 시조새. 차 꺼내려면 옆집 사람 다 깨워야 함. <s>주차장 사실상 박물관</s>			
북구	사능2동	사능동2가	사능타운 1차	타운건설	400세대	500세대 미만	1978.11	70년대 후반 감성. 단지 정문보다 전차 정류장이 더 가까운 전설적인 입지			
북구	사능1동	사능동2가	사능주공 1단지	대한주택공사	1,250세대	1,000세대 이상~ 3,000세대 미만	1982.11	북구 재개발 대장주. 주민들 가구당 차량 보유 대수가 0.2대라는 카더라가 있음			
북구	사능1동	사능동3가	사능가족아파트	가족건설	320세대	500세대 미만	1985.07	단지 내 주차장에 차 대신 자전거와 짐수레가 더 많음. 전차 타고 장 보러 감			
북구	사능1동	사능동2가	사능 회주	회주건설	550세대	500세대 이상 ~ 1,000세대 미만	1988.12	시공사가 전차 선로 보수 업체 모태라 건물이 <s>철교급으로</s> 튼튼함. 전차 소음 완벽 적응			
북구	사능1동	사능동2가	사능 대우	대우건설	680세대	500세대 이상 ~ 1,000세대 미만	1992.05	7호선 전차 뷰 명당. 차고지가 가까워 기사님들과 주민들이 형님 동생 함			
북구	사능1동	사능동3가	사능 행복주택	LH	450세대	500세대 미만	1995.03	당초 2022년 신축 예정이었으나 고증 오류로 90년대 구축으로 긴급 변경. <s>리나보단 사아야 세대</s>			
북구	사능2동	사능동2가	사능신원	신원종합개발	720세대	500세대 이상 ~ 1,000세대 미만	1998.08	사아야 빵집 원조 거리. 배달 오토바이보다 전차 타는 주민이 더 많은 기현상 발생			
북구	사능2동	사능동2가	사능타운 2차	타운건설	420세대	500세대 미만	2003.09	1차보다 25년 늦게 지어짐. 이 동네에서 '차가 있는 집'은 대부분 이 단지 사람들			
북구	사능1동	사능동3가	GS자이아파트	GS건설	890세대	500세대 이상 ~ 1,000세대 미만	2004.02	사능동 최신축(상대적). 지하주차장이 있지만 전차 타는 게 빨라서 먼지만 쌓이는 중			
북구	사능1동	치남동	치남더샵 (예정)	포스코이앤씨	920세대	500세대 이상 ~ 1,000세대 미만	2028.11	(예정) 유일한 미래. 하지만 주민들은 여전히 "차 살 돈으로 전차 패스 산다"고 함			
북구	진희동	진희동	진희아파트	진희건설	180세대	500세대 미만	1982.05	진희동의 시조새. 너무 낡아서 벽면에 장미 넝쿨이 자생함			
북구	진희동	진희동	진희 주공1차	대한주택공사	1,100세대	1,000세대 이상~ 3,000세대 미만	1985.11	재건축 확정 현수막이 닳아서 안 보일 지경. <s>몸테크의 성지</s>			
북구	진희동	진희동	진희 주공2차	대한주택공사	950세대	500세대 이상 ~ 1,000세대 미만	1987.03	1차보다 평수가 조금 넓어 중산층의 상징이었던 곳			
북구	진희동	진희동	입상	(주)입상건설	420세대	500세대 미만	1993.09	이름 때문인지 이 단지 살면 전교 1등 한다는 근거 없는 루머 있음			
북구	진희동	진희동	스타시티	효빈개발	550세대	500세대 이상 ~ 1,000세대 미만	1999.12	롯데백화점 인근 주상복합. <s>효빈시 1세대 럭셔리 라이프</s>			
북구	진희동	진희동	더리브 진희	SGC이테크건설	1,450세대	1,000세대 이상~ 3,000세대 미만	2005.08	진희동의 실질적 랜드마크. 조경이 매우 수려함			
북구	진희동	진희동	진희이편한세상	DL이앤씨	820세대	500세대 이상 ~ 1,000세대 미만	2009.1	학원가와 가장 인접하여 학부모들의 선호도 1순위			
북구	진희동	진희동	이지움 진희	계성건설	350세대	500세대 미만	2014.04	소형 평수 위주로 구성되어 대학생/사회초년생 거주 비율 높음			
북구	진희동	진희동	한신더휴 진희	한신공영	780세대	500세대 이상 ~ 1,000세대 미만	2018.11	진희역 초역세권. 단지 내에 피아노 학원이 유독 많음			
북구	진희동	진희동	진희더샵비발디	포스코/HL한라	1,100세대	1,000세대 이상~ 3,000세대 미만	2022.06	니시키노 마키 팬들의 주력 거주지. <s>빨간색 외벽 포인트가 인상적</s>			
북구	진희동	진희동	진희아이파크(예정)	HDC현대산업개발	1,200세대	1,000세대 이상~ 3,000세대 미만	2027.09	(예정) 효빈종합고역 인근 신규 택지. 분양가 <s>미쳐 날뛰는 중</s>			
북구	진희동	입희동	세리아	효빈도시공사	600세대	500세대 이상 ~ 1,000세대 미만	2016.02	<s>라세나 성지?</s> 이름 때문에 6호선 덕후들이 많이 거주함			
북구	진희동	입희동	입희아파트	입희주택	300세대	500세대 미만	1991.07	진희동과 경계에 있어 생활권은 완벽한 진희동			
서구	북성동	내성동1,3가	조유주공 북부	LH	200세대	500세대 미만	1993.12	중구청 인근 대단지고, 일부 부분이 서구에 있다.			
서구	당선1동	당선동	칠천역 행복주택	LH	500세대	500세대 이상 ~ 1,000세대 미만	2023.01	청년 특화 단지. 칠천역세권. 입주민 90%가 효빈대생 <s>및 오타쿠</s>			
서구	당선1동	당선동	소금아파트	소금건설	680세대	500세대 이상 ~ 1,000세대 미만	1981.05	당선동의 시조새. 창전동 네리 아파트와 쌍벽을 이루는 화석 단지			
서구	당선2동	당선동	월드아파트	월드건설	450세대	500세대 미만	1992.08	갤러리아백화점 인근. 90년대 부유층이 거주하던 클래식 단지			
서구	당선2동	당선동	효빈대 아파트형 기숙사	효빈대학교	1,200세대	1,000세대 이상~ 3,000세대 미만	2015.03	니나관/아와관. 7호선 트램 소리가 ASMR처럼 들리는 대학생 요새			
서구	당선3동	당선동	당선에듀타운	효빈도시공사	1,100세대	1,000세대 이상~ 3,000세대 미만	2014.11	당선원마을의 고즈넉함과 교육 인프라가 만난 하이브리드 단지			
서구	당선3동	당선동	당선중흥S클래스	중흥토건	980세대	500세대 이상 ~ 1,000세대 미만	2017.06	조경이 매우 수려함. 젊은 교수진과 교직원들이 많이 거주함			
서구	당선3동	당선동	당선휴먼시아	LH	1,500세대	1,000세대 이상~ 3,000세대 미만	2009.04	3동 인구 밀도를 책임지는 매머드급 국민임대/분양 혼합 단지			
서구	당선3동	당선동	당선푸르지오	대우건설	1,300세대	1,000세대 이상~ 3,000세대 미만	2012.1	3동의 실질적 시세 대장. 단지 내 학원가가 매우 발달함			
서구	당선3동	당선동	당선아쿠아 1단지	효빈도시공사	800세대	500세대 이상 ~ 1,000세대 미만	2016.02	Aqours 프로젝트 1호. 이때부터 당선동에 귤 냄새가 나기 시작함			
서구	당선3동	당선동	당선아쿠아 2단지	효빈도시공사	900세대	500세대 이상 ~ 1,000세대 미만	2018.05	1단지보다 진화된 테마 조경. 단지 중앙 광장이 무대처럼 생김			
서구	당선3동	당선동	당선아쿠아 3단지	효빈도시공사	1,050세대	1,000세대 이상~ 3,000세대 미만	2020.09	아쿠아 시리즈의 완성. 109동 멤버 9명 맞춤 설계 루머의 주인공			
서구	당선4동	당선동	당선중앙하이츠	중앙건설	1,000세대	1,000세대 이상~ 3,000세대 미만	1991.03	서구청 바로 뒤편. 구청 공무원들이 정년퇴직할 때까지 안 나가는 곳			
서구	당선4동	당선동	당선 2	효빈도시공사	450세대	500세대 미만	1989.12	당선 시리즈의 중견 단지. 복도식 아파트의 정석을 보여줌			
서구	당선4동	당선동	당선	효빈도시공사	300세대	500세대 미만	1985.07	당선동 1호 공공 아파트. 이름이 그냥 '당선'인 게 킬포			
서구	당선4동	당선동	서구구영	효빈도시공사	200세대	500세대 미만	1993.02	구 서구청 공무원 임대 아파트. 현재는 노후화되어 재건축 준비 중			
서구	과진1동	과진동	과진자이 1차	GS건설	600세대	500세대 이상 ~ 1,000세대 미만	2006.11	과진동 자이 타운의 시작. 단지 관리가 엄격함			
서구	과진1동	과진동	과진자이 2차	GS건설	600세대	500세대 이상 ~ 1,000세대 미만	2008.05	1차보다 조경이 화려함. <s>자이공화국 2호점</s>			
서구	과진1동	과진동	과진자이 3차	GS건설	700세대	500세대 이상 ~ 1,000세대 미만	2011.02	1동 내에서 가장 세련된 외관. 시세 대장주			
서구	과진1동	과진동	과진아이보시티 동북부	효빈도시공사	300세대	500세대 미만	2015.03	7동 아이보시티의 멀티 단지. 조용함			
서구	과진2동	과진동	과진이아르	(주)이아르건설	1,480세대	1,000세대 이상~ 3,000세대 미만	2002.07	상권 이용이 매우 편리한 실속형 단지			
서구	과진2동	과진동	사복역 센트럴시티 서북부	서희건설	650세대	500세대 이상 ~ 1,000세대 미만	2019.01	지주택 성공 신화. <s>사복역까지 뛰어가면 5분</s>			
서구	과진3동	과진동	과진더샵 2차	포스코이앤씨	900세대	500세대 이상 ~ 1,000세대 미만	2014.1	과진역 역세권의 실질적 대장주 단지			
서구	과진3동	과진동	에스텍스	STX건설	500세대	500세대 이상 ~ 1,000세대 미만	2010.02	<s>건설사가 사라질 뻔한 위기를 넘긴</s> 비운의 단지			
서구	과진3동	과진동	오즈	삼환기업	320세대	500세대 미만	2007.12	이름은 판타지인데 내부는 평범한 아파트			
서구	과진3동	과진동	과진데시앙	태영건설	710세대	500세대 이상 ~ 1,000세대 미만	2016.08	3동 내 준신축급으로 평면 설계가 잘 빠짐			
서구	과진3동	과진동	과진아이	HDC현대산업개발	600세대	500세대 이상 ~ 1,000세대 미만	2013.05	아이파크가 아니라 '아이'인 게 포인트			
서구	과진3동	과진동	에시앙	부영주택	800세대	500세대 이상 ~ 1,000세대 미만	2005.04	<s>원앙의 가호가 깃든</s> 3동의 든든한 구축 단지			
서구	과진4동	과진동	과진주공 1단지	LH	1,500세대	1,000세대 이상~ 3,000세대 미만	1995.11	재건축 떡밥의 제왕. 몸테크 하는 젊은 부부 많음			
서구	과진5동	과진동	사복역 센트럴시티 중서남부	서희건설	1,100세대	1,000세대 이상~ 3,000세대 미만	2019.01	과진5동 인구의 절반을 책임지는 거대 단지			
서구	과진5동	과진동	과진주공 2단지	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1997.06	1단지보다 조금 늦게 지어짐. 주차난은 비슷			
서구	과진5동	과진동	과진시영	효빈도시공사	800세대	500세대 이상 ~ 1,000세대 미만	1990.12	과진동에서 가장 오래된 단지 중 하나. <s>박물관급</s>			
서구	과진6동	과진동	과진사이언스시티	효빈도시공사	500세대	500세대 이상 ~ 1,000세대 미만	2022.03	HIST 대학원생 및 연구원들의 주력 거주지			
서구	과진6동	과진동	과진아쿠아 1단지	한화건설	850세대	500세대 이상 ~ 1,000세대 미만	2018.09	단지 내 분수대 조경이 수준급임			
서구	과진6동	과진동	과진아쿠아 2단지	한화건설	950세대	500세대 이상 ~ 1,000세대 미만	2019.02	1단지와 하나의 대단지처럼 운영됨			
서구	과진6동	과진동	과진해링턴 플레이스	효성중공업	1,700세대	1,000세대 이상~ 3,000세대 미만	2020.05	과진6동 신축 라인의 핵심. 인테리어 고급짐			
서구	과진6동	과진동	아니르	아니르건설	700세대	500세대 이상 ~ 1,000세대 미만	2021.11	<s>아니르? 아니오?</s> 이름 때문에 배달 사고 자주 남			
서구	과진7동	과진동	과진아이보시티	효빈도시공사	1,800세대	1,000세대 이상~ 3,000세대 미만	2015.03	과진지구 단일 단지 최대 규모. 조경 면적 넓음			
서구	과진7동	과진동	과진더샵 1차	포스코이앤씨	800세대	500세대 이상 ~ 1,000세대 미만	2012.06	7동의 대문 역할을 하는 상징적 단지			
서구	과진7동	과진동	과진 중흥 S-클래스	중흥토건	900세대	500세대 이상 ~ 1,000세대 미만	2016.11	수납 공간이 많아 주부들에게 인기가 높음			
서구	과진7동	과진동	과진 제일풍경채	제일건설	750세대	500세대 이상 ~ 1,000세대 미만	2017.04	단지 내부 조경이 숲속에 온 듯한 느낌임			
서구	과진7동	과진동	과진 경남아너스빌	SM경남기업	500세대	500세대 이상 ~ 1,000세대 미만	2009.08	7동에서 드문 2000년대 후반 감성의 아파트			
서구	과진7동	과진동	과진 1아파트	과진주택	250세대	500세대 미만	1998.05	신축 숲 사이에 낀 조상님 아파트 1호			
서구	과진7동	과진동	과진 2아파트	과진주택	300세대	500세대 미만	1998.11	신축 숲 사이에 낀 조상님 아파트 2호			
서구	청덕1동	청덕동	청덕주공	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1999.11	재건축 떡밥의 성지. <s>주민들 마음은 이미 래미안임</s>			
서구	청덕1동	청덕동	원상	원상건설	500세대	500세대 이상 ~ 1,000세대 미만	2002.05	판자촌 철거 직후 들어선 청덕지구의 산증인			
서구	청덕1동	청덕동	청덕 빛여울채	금호건설	850세대	500세대 이상 ~ 1,000세대 미만	2008.03	밤마다 단지 내 조명이 화려함. <s>전기세가 걱정되는 비주얼</s>			
서구	청덕1동	청덕동	청덕 다이버시티	효빈도시공사	2,024세대	1,000세대 이상~ 3,000세대 미만	2024.01	니지가사키 성지. <s>거실 인테리어 옵션에 동호회실 있음</s>			
서구	청덕1동	청덕동	청덕 대아	대아건설	600세대	500세대 이상 ~ 1,000세대 미만	2005.07	화환역 접근성이 좋은 실속형 단지			
서구	청덕1동	청덕동	청덕역 한신더휴	한신공영	980세대	500세대 이상 ~ 1,000세대 미만	2018.11	1지구 신축 대장. 역세권이라 집값이 짱짱함			
서구	청덕2동	청덕동	청덕 세라스	효빈건설	700세대	500세대 이상 ~ 1,000세대 미만	2006.09	3지구 재개발 광풍 속에서 꿋꿋이 버티는 중			
서구	청덕2동	청덕동	청덕역 푸르지오 1단지	대우건설	1,500세대	1,000세대 이상~ 3,000세대 미만	2026.11	(예정) 슬럼가 밀어버린 3지구의 새로운 희망			
서구	청덕2동	청덕동	청덕 두산위브리버시티	두산건설	1,200세대	1,000세대 이상~ 3,000세대 미만	2027.05	(예정) 강변 조망권 깡패. <s>뷰 하나로 모든 게 용서됨</s>			
서구	청덕3동	청덕동	청덕푸르지오	대우건설	1,800세대	1,000세대 이상~ 3,000세대 미만	2012.06	3동 인구 밀도를 책임지는 거대 브랜드 단지			
서구	청덕3동	청덕동	청덕아이파크	HDC현대산업개발	1,500세대	1,000세대 이상~ 3,000세대 미만	2015.04	고송동과 가장 인접한 청덕지구 시세 대장			
서구	청덕3동	청덕동	청덕 서희스타힐스	서희건설	900세대	500세대 이상 ~ 1,000세대 미만	2019.03	지주택 성공 사례 중 하나. 외관이 꽤 세련됨			
서구	청덕3동	청덕동	청덕 하나리움 1차	하나건설	800세대	500세대 이상 ~ 1,000세대 미만	2013.1	하나리움 타운의 선발대. 학원가 이용 편리			
서구	청덕3동	청덕동	청덕 하나리움 2차	하나건설	850세대	500세대 이상 ~ 1,000세대 미만	2014.11	1차와 합쳐 대단지 시너지 효과를 내는 중			
서구	청덕3동	청덕동	청덕 레인보우 타운	효빈도시공사	3,000세대	3000세대이상	2023.05	무지개색 도색의 압박. <s>멀리서 봐도 청덕지구인 거 다 암</s>			
서구	사복1동	사복동	사복휴먼시아 2단지	한국토지주택공사	850세대	500세대 이상 ~ 1,000세대 미만	2011년 5월	효빈복지대역과 인접한 단지. 간호학과 학생들이 자취나 쉐어하우스로 많이 거주하는 '천사 동네'의 핵심 단지.			
서구	사복1동	사복동	사복휴먼시아 3단지	한국토지주택공사	920세대	500세대 이상 ~ 1,000세대 미만	2012년 9월	대학가 상권 이용이 편리하며, 사회복지사 지망생들이 단지 내 복지관에서 봉사활동을 많이 하는 것으로 유명하다.			
서구	사복1동	사복동	사복 대라수 1차	대라종합건설	650세대	500세대 이상 ~ 1,000세대 미만	2020년 11월	사복1동과 2동 경계에 위치한 신축 주상복합. 트렌디한 인테리어로 젊은 교수진과 전문직 종사자들이 선호한다.			
서구	사복2동	사복동	사복 대라수 1차	대라종합건설	550세대	500세대 이상 ~ 1,000세대 미만	2020년 11월	사복1동과 2동 경계에 위치한 신축 주상복합. 트렌디한 인테리어로 젊은 교수진과 전문직 종사자들이 선호한다.			
서구	사복2동	사복동	사복 대라수 2차	대라종합건설	780세대	500세대 이상 ~ 1,000세대 미만	2022년 3월	1차와 함께 대라수 브랜드 타운을 형성. 사복역 도보 이용이 가능한 역세권 프리미엄 단지.			
서구	사복2동	사복동	사복행복주택	한국토지주택공사	450세대	500세대 미만	2023년 8월	사복역 초역세권에 위치. 청년 및 신혼부부 비중이 매우 높으며, 대학 실습생들의 단기 거주 수요가 많다.			
서구	사복2동	사복동	사복아파트	사복건설	300세대	500세대 미만	1990년 6월	사복동에서 가장 오래된 단지 중 하나. 과거 고송면 시절의 흔적이 남아있는 조용하고 소박한 아파트.			
서구	사복2동	사복동	사복주공	대한주택공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1995년 12월	사복2동의 인구 밀도를 책임지는 매머드급 구축 단지. 단지 내 추억의 맛집들이 많다.			
서구	사복2동	사복동	사복휴먼시아 1단지	한국토지주택공사	1,100세대	1,000세대 이상~ 3,000세대 미만	2010년 4월	사복초, 신원초를 품은 '초품아' 단지로 학부모들의 선호도가 가장 높다.			
서구	사복2동	사복동	사복 빛여울채	효빈도시개발공사	550세대	500세대 이상 ~ 1,000세대 미만	2018년 7월	공공임대 및 분양 혼합 단지. 이름처럼 채광이 좋고 단지 내 조경이 복지 특성화 동네답게 무장애 공간(Barrier-free)으로 설계됨.			
서구	사복2동	사복동	사복역 센트럴시티 동남부	동남부건설	1,250세대	1,000세대 이상~ 3,000세대 미만	2021년 2월	사복역 주변 상권을 이끄는 대장 아파트. 대형 평수가 많아 사복동의 'Young & Rich'들이 주로 거주한다.			
서구	북성동	북문동2가, 내성동1가	브랜드 미정	미정	미정	미정	미정	미정		6블럭	소장지구 재개발단지
안천구	북택동	북택동	북택헬로해피	츠루마키건설	1,160세대	1,000세대 이상~ 3,000세대 미만	2017년 3월	북택동의 랜드마크. 이름부터 범상치 않은데, 단지 외벽부터 놀이터까지 온통 주황색과 노란색으로 도색되어 있다. ~~거주하면 우울증이 치료된다는 카더라가 있다.~~			
안천구	북택동	북택동	북택스위트클래스	효빈건설	650세대	500세대 이상 ~ 1,000세대 미만	2012년 8월	북택시장과 인접해 있어 '슬세권(슬리퍼+역세권)'은 물론 '고세권(고로케+역세권)'의 혜택을 톡톡히 누리는 단지.			
안천구	북택동	북택동	북택하구타운	북택토건	1,420세대	1,000세대 이상~ 3,000세대 미만	2001년 5월	2000년대 초반에 지어진 북택동의 전통적인 대장 아파트. 단지 내 조경이 연못(澤)을 테마로 꾸며져 있다.			
안천구	북택동	북택동	북택사원	한양	480세대	500세대 미만	1992년 11월	지어진 지 30년이 훌쩍 넘어 현재 재건축 떡밥이 한창 돌고 있는 아파트. 주차난이 헬게이트 수준이다.			
안천구	북택동	북택동	북택역청년주택	효빈도시개발공사	320세대	500세대 미만	2024년 2월	북택역 광장 주황색 곰 동상 바로 뒤에 위치한 초역세권 오피스텔형 아파트. 방음이 약간 아쉽다는 평이 있다.			
안천구	북택동	하구동	물방울마을	삼성물산(래미안)	980세대	500세대 이상 ~ 1,000세대 미만	2006년 7월	하구초등학교와 하구중학교를 완벽하게 품고 있는 훌륭한 초품아 단지. 학군 수요 덕분에 집값이 방어가 잘 되는 편이다.			
안천구	북택동	하구동	북택스위첸	KCC건설	870세대	500세대 이상 ~ 1,000세대 미만	2021년 10월	최신축 브랜드 아파트. 다만 북택소프트볼경기장과 너무 가까워서 주말 낮에는 거실에서 소프트볼 직관 및 함성 강제 청취가 가능하다.(...) ~~응원석 1열~~			
안천구	북택동	하구동	하구주공1단지	대한주택공사	1,550세대	1,000세대 이상~ 3,000세대 미만	1994년 4월	하구동 인구를 하드캐리하는 대단지 1. 치구역과 가까워 사실상 역세권이다.			
안천구	북택동	하구동	하구주공2단지	대한주택공사	1,340세대	1,000세대 이상~ 3,000세대 미만	1996년 9월	하구동 인구를 하드캐리하는 대단지 2. 1단지와 합치면 무려 3천 세대에 육박하는 매머드급 규모를 자랑한다.			행정동
안천구	뇌전동	뇌전동	뇌전역 플레이더 아파트	효빈건설	450세대	500세대 미만	2028년 10월(예정)	조용하고 '덧없던(Hakanai)' 뇌전동 본동에 들어서는 신축 역세권 아파트. 세타 카오루 팬들이 모델하우스 성지순례를 다녀갔다는 소문이 있다.			
안천구	뇌전동	하가동	하가 영무예다음	영무건설	580세대	500세대 이상 ~ 1,000세대 미만	2018년 5월	하가동의 쾌적한 주거 인프라를 제대로 누리는 단지. 주차장이 넓고 조경이 깔끔해 실거주 만족도가 높다.			
안천구	뇌전동	하가동	하가주공	대한주택공사	1,250세대	1,000세대 이상~ 3,000세대 미만	1997년 11월	하가동 인구(7,616명)의 상당수를 책임지는 핵심 대단지. 2·4호선 환승역인 하가역 도보권이라 입지가 깡패 수준이다.			
안천구	뇌전동	하가동	하가금호 서부	금호건설	620세대	500세대 이상 ~ 1,000세대 미만	2005년 4월	하가동 서쪽에 위치한 구축 브랜드 아파트. 튼튼하게 지어져 층간소음이 적다는 호평을 받는다.			
안천구	뇌전동	하가동	하가폴리스	효빈도시개발공사	450세대	500세대 미만	2022년 8월	효빈경찰청 바로 옆에 지어진 직주근접형 단지. 이름답게 단지 내 방범 CCTV가 빈틈없이 설치되어 있으며, 구역 내에서 도둑맞을 일은 평생 없다고 봐도 무방하다. ~~경찰 가족들이 많이 산다는 카더라가 있다.~~			
안천구	뇌전동	상가동	상가하이더플레이스	현대건설	410세대	500세대 미만	2015년 9월	상가도매물류시장 종사자와 상인들이 많이 거주하는 주상복합. 새벽 출퇴근 인구가 많아 단지 내 편의점이 24시간 쉴 틈 없이 돌아간다.			
안천구	뇌전동	상가동	상가행복주택단지	한국토지주택공사	350세대	500세대 미만	2027년 3월(예정)	상가동 물류단지 청년 근로자와 신혼부부를 위해 조성 중인 공공임대주택.			
안천구	뇌전동	팔월동	팔월하빌리아	HL디앤아이한라	280세대	500세대 미만	2026년 12월(예정)	인구 700명대의 조용한 시골 마을인 팔월동에 처음으로 들어서는 브랜드 아파트. 완벽한 숲세권 라이프를 자랑할 예정이다.			
안천구	당가1동	당가동	당가주공 1단지	대한주택공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1986.1	당가동의 큰형님. 외벽을 파스텔 블루로 도색한 후 집값 떡상 중			
안천구	당가1동	당가동	당가주공 2단지	대한주택공사	1,050세대	1,000세대 이상~ 3,000세대 미만	1988.05	1단지와 함께 재건축 떡밥의 중심. <s>상가 국밥집 사장님이 대첩 영웅</s>			
안천구	당가1동	당가동	당가현대	현대건설	820세대	500세대 이상 ~ 1,000세대 미만	1993.11	전통의 중산층 단지. 주차난이 심하지만 입지는 당가동 원탑			
안천구	당가1동	당가동	당가시영	효빈도시공사	650세대	500세대 이상 ~ 1,000세대 미만	1984.07	당가동에서 가장 오래된 단지. <s>복도에서 역사 책 냄새 남</s>			
안천구	당가1동	당가동	당가역 행복주택	LH	500세대	500세대 이상 ~ 1,000세대 미만	2023.01	청년들의 희망. 당가역 초역세권. 1층에 탕쿠쿠 굿즈샵 입점			
안천구	당가1동	당가동	당가삼성	삼성물산	780세대	500세대 이상 ~ 1,000세대 미만	2001.09	래미안 브랜드 도입 전 지어짐. 관리가 매우 철저함			
안천구	당가2동	당가동	당안아파트	당안건설	420세대	500세대 미만	1995.03	당안역세권의 실속형 구축 단지. 조용하게 살기 좋음			
안천구	당가2동	당가동	당가아쿠아	효빈도시공사	720세대	500세대 이상 ~ 1,000세대 미만	2017.08	Aqours 프로젝트 수혜 단지. 단지 조경이 물의 도시 컨셉			
안천구	당가2동	당가동	안천구영	효빈도시공사	450세대	500세대 미만	1990.12	구 안천구청 공무원 임대 아파트였던 곳. 지금은 일반 분양			
안천구	당가2동	당가동	당가 안단테	(주)안단테건설	380세대	500세대 미만	2021.05	이름처럼 여유로운 생활을 지향함. 인테리어가 매우 모던함			
안천구	당가2동	당가동	당가삼익	삼익건설	550세대	500세대 이상 ~ 1,000세대 미만	1992.06	튼튼하기로 소문난 구축. 층간소음이 의외로 적음			
안천구	당가2동	당가동	당가북부	북부토건	300세대	500세대 미만	1989.1	북구와 경계에 위치. <s>주소는 안천구인데 생활권은 북구임</s>			
안천구	당가2동	당가동	당가아파트	당가주택	210세대	500세대 미만	1985.02	소규모지만 알찬 단지. 재건축 되면 '당가자이'를 꿈꾸는 중			
안천구	당가2동	당가동	당가 패션	(주)패션건설	480세대	500세대 미만	2024.03	시장님 정책 반영 단지. 단지 내에 대형 공동 드레스룸 보유			
안천구	당가2동	당가동	당가 레인보우	효빈도시공사	620세대	500세대 이상 ~ 1,000세대 미만	2025.11	최신축. 외벽이 무지개색 파스텔 톤. 당가동 랜드마크 예정			
안천구	안천1동	안천동	안천제일	제일건설	650세대	500세대 이상 ~ 1,000세대 미만	1985.01	안천역 초역세권. <s>기차 소음이 자장가로 들려야 진정한 입주민</s>			
안천구	안천2동	안천동	안천 호르	호르건설	420세대	500세대 미만	1992.05	주민들이 사과를 좋아함. <s>사실은 늑대와 향신료 성지라 카더라</s>			
안천구	안천2동	안천동	안천장미	삼익건설	500세대	500세대 이상 ~ 1,000세대 미만	1988.1	안천지구에서 장미가 가장 많이 피는 단지			
안천구	안천2동	안천동	안천에일	에일E&C	210세대	500세대 미만	1995.03	단지 내 상가에 장의사가 산다는 괴담 존재. <s>장의사(Undertaker) 드립</s>			
안천구	안천2동	안천동	안천휴먼시아	LH	850세대	500세대 이상 ~ 1,000세대 미만	2009.08	안천지구 내에서 그나마 신축급에 속함			
안천구	안천2동	안천동	안천교산	교산건설	300세대	500세대 미만	1990.11	등교할 때 보드 타고 날아가야 할 것 같은 이름. <s>유레카 세븐</s>			
안천구	안천3동	안천동	안천주공 1단지	대한주택공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1982.03	재건축 대장주. 안천지구 역사의 산증인 1호			
안천구	안천3동	안천동	안천주공 2단지	대한주택공사	980세대	500세대 이상 ~ 1,000세대 미만	1984.07	1단지와 함께 안천지구 구도심의 핵심 축			
안천구	안천3동	안천동	안천부영	부영주택	600세대	500세대 이상 ~ 1,000세대 미만	1998.12	안천지구 상륙 1호 부영 아파트. <s>원앙 로고가 참 정겹다</s>			
